vertId	computed saliency value 
1195	0.0466047
1196	0.0466047
1197	0
1198	7.11471e-10
1199	7.11471e-10
1200	0
1201	5.35639e-10
1202	5.35639e-10
1203	0
1204	7.14865e-10
1205	7.14865e-10
1206	0
1207	0
1208	0
1209	0
1210	0
1211	0
1212	0
1213	0
1214	0
1215	0
1216	0
1217	0
1218	0
1219	0
1220	0
1221	0
1222	0
1223	0
1224	0
1225	0
1226	0
1227	0
1228	0
1229	0
1230	0
1231	0
1232	0
1233	0
1234	0.00369648
1235	0.00369648
1236	0
1237	0
1238	0
1239	0
1240	8.35633e-10
1241	8.35633e-10
1242	0
1243	1.24536e-08
1244	1.24536e-08
1245	0
1246	0
1247	0
1248	0
1249	2.94186e-09
1250	2.94186e-09
1251	0
1252	5.85416e-09
1253	5.85416e-09
1254	0
1255	0
1256	0
1257	0
1258	0
1259	0
1260	0
1261	0
1262	0
1263	0
1264	0
1265	0
1266	0
1267	0
1268	0
1269	0
1270	0
1271	0
1272	0
1273	0
1274	0
1275	0
1276	0
1277	0
1278	0
1279	0
1280	0
1281	0
1282	5.15165e-10
1283	5.15165e-10
1284	0
1285	5.48456e-10
1286	5.48456e-10
1287	0
1288	0
1289	0
1290	2.06068e-09
1291	0
1292	2.06068e-09
1293	0.00653983
1294	0
1295	0.00653983
1296	0
1297	0
1298	0
1299	0
1300	0
1301	0
1302	0
1303	0
1304	0
1305	0
1306	2.37684e-08
1307	2.37684e-08
1308	0
1309	0
1310	0
1311	0
1312	0
1313	0
1314	0
1315	0
1316	0
1317	8.94096e-10
1318	0
1319	8.94096e-10
1320	3.21222e-09
1321	0
1322	3.21222e-09
1323	0
1324	0
1325	0
1326	0
1327	6.91272e-10
1328	6.91272e-10
1329	0
1330	7.04305e-09
1331	7.04305e-09
1332	0
1333	7.72572e-09
1334	7.72572e-09
1335	0
1336	0
1337	0
1338	0
1339	6.48515e-09
1340	6.48515e-09
1341	0
1342	0
1343	0
1344	0
1345	2.2748e-09
1346	2.2748e-09
1347	1.18883e-08
1348	0
1349	1.18883e-08
1350	0
1351	1.43492e-08
1352	1.43492e-08
1353	0
1354	0
1355	0
1356	1.02631e-08
1357	0
1358	1.02631e-08
1359	6.76093e-09
1360	1.69097e-08
1361	9.79316e-09
1362	3.03723e-09
1363	3.03723e-09
1364	0
1365	9.62816e-09
1366	3.14667e-08
1367	3.51387e-08
1368	1.19101e-08
1369	3.31214e-08
1370	3.55271e-08
1371	2.80009e-09
1372	4.40899e-10
1373	2.67391e-09
1374	2.57468e-08
1375	0.0358296
1376	0.0235292
1377	0
1378	0
1379	0
1380	0
1381	0
1382	0
1383	0
1384	9.51367e-12
1385	9.51367e-12
1386	0
1387	0
1388	0
1389	5.8457e-09
1390	0
1391	5.8457e-09
1392	8.69455e-09
1393	0
1394	8.69455e-09
1395	0.0180514
1396	0
1397	0.0180514
1398	0
1399	0
1400	0
1401	6.55043e-09
1402	0
1403	6.55043e-09
1404	0
1405	0
1406	0
1407	1.52959e-08
1408	0
1409	1.52959e-08
1410	0
1411	0
1412	0
1413	0.00184342
1414	0
1415	0.00184342
1416	3.69628e-12
1417	0
1418	3.69628e-12
1419	4.38992e-09
1420	0
1421	4.38992e-09
1422	6.74044e-09
1423	0
1424	6.74044e-09
1425	0
1426	0
1427	0
1428	0
1429	0
1430	0
1431	0
1432	0
1433	0
1434	0
1435	0
1436	0
1437	1.78068e-08
1438	0
1439	1.78068e-08
1440	0
1441	0
1442	0
1443	0
1444	0
1445	0
1446	0
1447	7.09833e-08
1448	7.09833e-08
1449	0
1450	8.99901e-09
1451	8.99901e-09
1452	0
1453	1.20239e-08
1454	1.20239e-08
1455	0
1456	2.42187e-08
1457	2.42187e-08
1458	0
1459	6.5016e-09
1460	6.5016e-09
1461	0
1462	2.8932e-11
1463	2.89322e-11
1464	0
1465	0
1466	0
1467	0
1468	0
1469	0
1470	0
1471	0
1472	0
1473	0
1474	0.00633817
1475	0.00633817
1476	0
1477	0
1478	0
1479	0
1480	0
1481	0
1482	0
1483	0
1484	0
1485	0
1486	0
1487	0
1488	0
1489	0
1490	0
1491	0
1492	1.09366e-08
1493	1.09366e-08
1494	0
1495	0
1496	0
1497	0
1498	7.4698e-10
1499	7.4698e-10
1500	0
1501	0
1502	0
1503	0
1504	9.02652e-09
1505	9.02652e-09
1506	0
1507	1.1046e-09
1508	1.1046e-09
1509	0
1510	0
1511	0
1512	0
1513	0
1514	0
1515	0
1516	4.60072e-08
1517	4.60072e-08
1518	0
1519	0
1520	0
1521	0
1522	0
1523	0
1524	3.7579e-09
1525	3.7579e-09
1526	0
1527	0
1528	0
1529	0
1530	0
1531	0
1532	0
1533	0
1534	0
1535	0
1536	0
1537	0
1538	0
1539	0
1540	0
1541	0
1542	0
1543	0
1544	0
1545	0
1546	5.24668e-09
1547	5.24668e-09
1548	0
1549	0
1550	0
1551	0
1552	1.09425e-08
1553	1.09425e-08
1554	0.0118337
1555	0.0400712
1556	0.0265561
1557	2.26475e-08
1558	0
1559	2.26475e-08
1560	5.01667e-09
1561	2.4467e-10
1562	3.31367e-09
1563	5.24206e-09
1564	1.29743e-08
1565	5.80227e-09
1566	1.85189e-09
1567	0
1568	1.85189e-09
1569	1.4953e-09
1570	1.78758e-09
1571	1.95656e-09
1572	1.79624e-08
1573	0
1574	1.79624e-08
1575	3.16271e-05
1576	0
1577	3.16271e-05
1578	6.19985e-10
1579	0
1580	6.19985e-10
1581	0
1582	0
1583	0
1584	0
1585	4.77008e-11
1586	4.77008e-11
1587	0
1588	7.66488e-10
1589	7.66488e-10
1590	0
1591	0
1592	0
1593	0
1594	0
1595	0
1596	0
1597	0
1598	0
1599	0
1600	0
1601	0
1602	0
1603	6.85683e-09
1604	6.85683e-09
1605	0
1606	1.46633e-08
1607	1.46633e-08
1608	0
1609	1.36639e-08
1610	1.36639e-08
1611	0
1612	4.67072e-10
1613	4.67072e-10
1614	0
1615	0
1616	0
1617	0
1618	0
1619	0
1620	0
1621	0
1622	0
1623	0
1624	0
1625	0
1626	0
1627	0
1628	0
1629	0
1630	1.32147e-08
1631	1.32147e-08
1632	9.82294e-10
1633	5.31691e-10
1634	1.09116e-09
1635	0.0286813
1636	4.9836e-09
1637	0.0248728
1638	5.90937e-09
1639	0
1640	5.90937e-09
1641	6.07417e-09
1642	0
1643	6.07417e-09
1644	1.88599e-09
1645	0
1646	1.88599e-09
1647	0
1648	1.58327e-09
1649	1.58327e-09
1650	0
1651	2.39256e-10
1652	2.39256e-10
1653	0
1654	0
1655	0
1656	0
1657	1.69018e-08
1658	1.69018e-08
1659	0
1660	3.95906e-08
1661	3.95906e-08
1662	0
1663	5.54765e-10
1664	5.54765e-10
1665	0
1666	6.12571e-09
1667	6.12571e-09
1668	0
1669	3.71663e-10
1670	3.71663e-10
1671	0
1672	0
1673	0
1674	0
1675	0
1676	0
1677	0
1678	0
1679	0
1680	6.73289e-10
1681	0
1682	6.73289e-10
1683	0
1684	0
1685	0
1686	0
1687	5.51637e-09
1688	5.51637e-09
1689	3.85171e-10
1690	3.3934e-09
1691	4.18141e-09
1692	5.49611e-09
1693	2.77127e-09
1694	4.22274e-09
1695	0.0187142
1696	2.71202e-09
1697	0.0162838
1698	7.17151e-09
1699	0
1700	7.17151e-09
1701	0
1702	0
1703	0
1704	0
1705	0
1706	0
1707	0
1708	1.68304e-09
1709	1.68304e-09
1710	0
1711	2.0706e-10
1712	2.0706e-10
1713	0
1714	0.0164452
1715	0.0164452
1716	0
1717	0
1718	0
1719	0
1720	1.18879e-08
1721	1.18879e-08
1722	0
1723	2.38998e-10
1724	2.38998e-10
1725	0
1726	0
1727	0
1728	0
1729	0
1730	0
1731	0
1732	0
1733	0
1734	0
1735	0.0142801
1736	0.0142801
1737	0
1738	8.67462e-09
1739	8.67462e-09
1740	0
1741	0
1742	0
1743	0
1744	0
1745	0
1746	0
1747	3.34759e-10
1748	3.34759e-10
1749	3.16118e-09
1750	3.16118e-09
1751	0
